pinkyProximal,pinkyMedial,ringProximal,ringMedial,middleProximal,middleMedial,indexProximal,indexMedial,thumbProximal,thumbMedial,gesture
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.008717949,0.00959707,0,0,0,0,0,0.02336996,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009010989,0.00989011,0,0,0,0,0,0.02424908,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009010989,0.00989011,0,0,0,0,0,0.02630037,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.008424909,0,0,0,0,0,0.02835165,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009010989,0.007545787,0,0,0,0,0,0.02923077,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.005494506,0,0,0,0,0,0.03245421,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.005494506,0,0,0,0,0,0.03245421,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.005201465,0,0,0,0,0,0.03304029,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.005201465,0,0,0,0,0,0.03391941,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.00989011,0.005201465,0,0,0,0,0,0.03538461,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.005494506,0,0,0,0,0,0.0359707,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.005494506,0,0,0,0,0,0.03655678,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.00989011,0.005201465,0,0,0,0,0,0.0374359,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.00989011,0.004908425,0,0,0,0,0,0.0374359,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.00989011,0.004908425,0,0,0,0,0,0.0374359,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.00959707,0.004615385,0,0,0,0,0,0.03655678,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.004029304,0,0,0,0,0,0.0359707,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.003736264,0,0,0,0,0,0.0359707,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.004029304,0,0,0,0,0,0.03684982,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.004615385,0,0,0,0,0,0.03831502,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.009304029,0.004615385,0,0,0,0,0,0.03831502,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.00959707,0.005201465,0,0,0,0,0,0.03919414,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.00959707,0.005787546,0,0,0,0,0,0.03978022,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.00989011,0.005787546,0,0,0,0,0,0.0403663,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.006080586,0,0,0,0,0,0.0418315,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.006666667,0,0,0,0,0,0.04300366,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.006666667,0,0,0,0,0,0.04300366,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.006959707,0,0,0,0,0,0.04417583,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01076923,0.006666667,0,0,0,0,0,0.04446886,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01076923,0.006666667,0,0,0,0,0,0.04446886,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01076923,0.006666667,0,0,0,0,0,0.04593407,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01106227,0.006666667,0,0,0,0,0,0.0462271,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01106227,0.006666667,0,0,0,0,0,0.0462271,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01076923,0.006373626,0,0,0,0,0,0.04593407,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.005494506,0,0,0,0,0,0.04564103,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.005494506,0,0,0,0,0,0.04564103,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.004908425,0,0,0,0,0,0.04446886,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.004615385,0,0,0,0,0,0.04417583,0,OpenPalm
0,0,0,0,0,0,0,0,0,0,OpenPalm
0,0.01018315,0.004615385,0,0,0,0,0,0.04417583,0,OpenPalm
0,0,0,0,0,0,0,0,0.0002197802,0,OpenPalm
0,0.00989011,0.004029304,0,0,0,0,0,0.04417583,0,OpenPalm
0,0,0,0,0,0,0,0,0.0005128205,0,OpenPalm
0,0.00989011,0.003736264,0,0,0,0,0,0.04388278,0,OpenPalm
0,0,0,0,0,0,0,0,0.0005128205,0,OpenPalm
0,0.00989011,0.003736264,0,0,0,0,0,0.04388278,0,OpenPalm
0,0,0,0,0,0,0,0,0.0005128205,0,OpenPalm
0,0.00959707,0.003736264,0,0,0,0,0,0.04388278,0,OpenPalm
0,0,0,0,0,0,0,0,0.001098901,0,OpenPalm
0,0.00959707,0.003736264,0,0,0,0,0,0.04417583,0,OpenPalm
0,0,0,0,0,0,0,0,0.001978022,0,OpenPalm
0,0.00959707,0.004029304,0,0,0,0,0,0.04417583,0,OpenPalm
0,0,0,0,0,0,0,0,0.004615385,0,OpenPalm
0,0.00959707,0.004029304,0,0,0,0,0,0.0447619,0,OpenPalm
0,0,0,0,0,0,0,0,0.008717949,0,OpenPalm
